address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),is_successful
"543, 7th Cross, 24th Main, Opposite Nous Info Systems, Sector 1, HSR, Bangalore",Punjab Di Shaan,Yes,No,3.0,38,HSR,Casual Dining,,North Indian,450.0,Delivery,Bellandur,0
"123, Hennur Main Road, Hennur, Bangalore",Hotel AL-Zaioa,No,No,3.7,0,Hennur,Quick Bites,,"Biryani, Chinese, North Indian",400.0,Delivery,Kammanahalli,0
"107, First Floor, Arun complex, Next to Hotel Kakaji, Near ITPL Back Gate 3, Whitefield",Lassi Xpress,No,No,3.4,7,"ITPL Main Road, Whitefield",Beverage Shop,,"Beverages, Sandwich, Desserts",200.0,Desserts,Brookefield,0
"80, HRBR Layout, 3rd Block, Kammanahalli, Bangalore",White Oak Cafe,No,No,2.6,26,Kammanahalli,Cafe,,"Cafe, Fast Food",600.0,Cafes,Kammanahalli,0
"RG Royal Convention Hall, 19/1, Old 77, Behind Ravindu Toyota, Mahalakshmi Layout, Yeshwantpur, Bangalore",B52 - Sports Bar,Yes,Yes,3.5,109,Yeshwantpur,Bar,,"Continental, American, Chinese, Finger Food",1200.0,Delivery,Rajajinagar,0
"#88.KK center Jyoti nivas collage road,Industrial Area, Koramangala 5th Block, Bangalore 560094",Bathinda Junction,Yes,Yes,4.1,1250,Koramangala 5th Block,Casual Dining,"Butter Chicken, Kadhai Murgh, Rajma Chawal, Kadhai Paneer, Makke Ki Roti, Sweet Lassi, Dal Makhani",North Indian,600.0,Delivery,Koramangala 5th Block,1
"2A-3A-4A, Cears Plaaza, Residency Road, Bangalore",The Good Grain,Yes,No,4.1,54,Residency Road,Casual Dining,"Curd Rice, Biryani","Healthy Food, North Indian, South Indian",550.0,Delivery,Lavelle Road,1
"1291, 25th Main, Near Big Bazaar, 9th Block, Jayanagar, Bangalore",Rajvardhan Foods,Yes,No,3.9,315,Jayanagar,Quick Bites,"Vada Pav, Misal Pav, Sabudana Vada, Dabeli, Pav Bhaji, Sabudana Khichdi, Lassi","Street Food, Maharashtrian",300.0,Delivery,BTM,1
"The Millenia, The Market Place Food Court, Level 12-14, Tower B, 1 & 2, Murphy Road, Ulsoor, Bangalore",The Wok Shop,Yes,No,3.4,7,Ulsoor,Quick Bites,,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0,Dine-out,Brigade Road,0
"33, PNS Complex, Vinayaka Layout, Boopsandra Main Road, Sanjay Nagar, Bangalore",Samba Shake N Juice,No,No,3.5,11,Sanjay Nagar,Quick Bites,,"Fast Food, Juices",200.0,Dine-out,New BEL Road,0
"20, Sultanpalya Main Road, RT Nagar, Bangalore",Kanti Sweets,Yes,No,3.9,58,RT Nagar,Sweet Shop,,"Mithai, Street Food",400.0,Delivery,Frazer Town,1
"1259, Soorya Plaza, 3rd Block, Opposite Canara Bank, Vidyaranyapura, New BEL Road, Bangalore",Shivas Family Restaurant,No,No,3.4,8,New BEL Road,Casual Dining,,"North Indian, Chinese",550.0,Dine-out,New BEL Road,0
"9, Maruthi Nagar, Madiwala, BTM, Bangalore",Amravathi Restaurants & Caterers,No,No,3.1,6,BTM,Quick Bites,,"North Indian, Chinese",400.0,Dine-out,BTM,0
"Immadihalli Main Road, Near KEB Office, Whitefield, Bangalore",Star Restaurant,No,No,3.7,0,Whitefield,Quick Bites,,"South Indian, North Indian, Chinese",250.0,Delivery,Whitefield,0
"180/181, Vinay Mansion 1st Floor, Above Citi Bank ATM, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",New Chickpete Donne Biryani,Yes,No,3.5,68,Basavanagudi,Quick Bites,,Biryani,250.0,Delivery,Jayanagar,0
"AVS Layout, Koramangala 4th Block, Bangalore",Delhi Food Factory,Yes,No,3.7,0,Koramangala 4th Block,Delivery,,North Indian,500.0,Delivery,Koramangala 4th Block,0
"75, Near Tavarekere Bus Stop, Tavarekere Road",Khan's Biryani,Yes,No,3.0,11,BTM,Quick Bites,,"Biryani, North Indian",200.0,Dine-out,Jayanagar,0
"9/1, Cunningham Road, Bangalore",Hotel Chandrika,Yes,No,3.8,208,Cunningham Road,Casual Dining,"Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan","South Indian, North Indian, Chinese, Street Food",400.0,Dine-out,Lavelle Road,1
"476, Opposite BDA Park, KHB Colony, Koramangala 5th Block, Bangalore",Bistro Oui,Yes,Yes,4.1,400,Koramangala 5th Block,"Cafe, Bar","Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","Cafe, Continental, Salad, Steak",1200.0,Delivery,BTM,1
"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",Communiti,No,No,4.7,3920,Residency Road,"Microbrewery, Casual Dining","Pizza, Cocktails, Peri Peri Chicken, Mocktails, Craft Beer, Pasta, Nachos","Continental, BBQ, Salad",1500.0,Drinks & nightlife,Church Street,1
"729, Modi Hospital Junction, 2nd Stage, Basaveshwara Nagar, Bangalore",KFC,Yes,No,3.8,373,Basaveshwara Nagar,Quick Bites,"Burgers, Hot Wings, Popcorn Chicken","Burger, Fast Food",400.0,Dine-out,Rajajinagar,1
"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",Sri Udupi Food Hub,Yes,Yes,4.1,175,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500.0,Delivery,Basavanagudi,1
"14/1, 23rd Main Road, Nagaraja Garden, JP Nagar, Bangalore",I Cool,Yes,No,4.0,77,JP Nagar,Quick Bites,Shawarma,"Juices, Fast Food",150.0,Delivery,Jayanagar,1
"635, 17th Main, 100 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",Falahaar,No,No,3.9,154,Koramangala 6th Block,Quick Bites,"Sabudana Khichdi, Pav Bhaji, Pyaz Kachori, Chole Bhature, Faluda, Malai Ghewar, Lassi","North Indian, Street Food",200.0,Delivery,Koramangala 5th Block,1
"193, Next to Gowri Apartment, RMV 2nd Stage, New BEL Road, Bangalore",Kanti Sweets,Yes,No,4.0,132,New BEL Road,Quick Bites,"Rasmalai, Gulab Jamun","Mithai, Street Food",400.0,Desserts,New BEL Road,1
Opposite Russel Market Auto Stand,Apsara Hotel,No,No,3.7,0,Shivajinagar,Quick Bites,,North Indian,150.0,Delivery,Residency Road,0
"Royal Space 1537, 5th Main Road, Rajiv Gandhi Nagar, HSR, Bangalore",Trio Dosa Connect,Yes,No,3.7,0,HSR,Quick Bites,,"South Indian, Beverages",300.0,Delivery,Koramangala 5th Block,0
"39/1, Coles Road, Frazer Town, Bangalore",The Bong,Yes,No,3.1,38,Frazer Town,Quick Bites,,"Bengali, North Indian",300.0,Delivery,Church Street,0
"Ground Floor 9/1, Basavalingappa Nagar, Billekalli Village, South Taluk, Bannerghatta Road, Bangalore",Thalassery Restaurant,Yes,No,3.7,0,Bannerghatta Road,Casual Dining,,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600.0,Dine-out,JP Nagar,0
"2/1, First Floor, MSRE College Road, Mathikere, Yeshwantpur, Bangalore",New Punjabi Pure Veg Restaurant,Yes,No,3.4,221,Yeshwantpur,Quick Bites,,"South Indian, North Indian",400.0,Delivery,Malleshwaram,0
"4/1, Brunton Road, MG Road, Bangalore",Berrylicious Cafe,No,No,4.1,129,MG Road,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",400.0,Delivery,Residency Road,1
"Food Court, Soul Space Arena, Doddanekundi, Marathahalli, Bangalore",Desi Vibes,No,No,2.9,11,Marathahalli,Food Court,,North Indian,300.0,Delivery,Marathahalli,0
"Number 3, Ground Floor, Janakiram Complex, CMR Road. Kammanahalli, Bangalore",Krussh,No,No,3.7,0,Kammanahalli,Quick Bites,,Fast Food,100.0,Delivery,Kammanahalli,0
"19/1, Queen's Road Cross, Munniswamy Road, Near Caricon AC's, Cunningham Road, Bangalore",Ta'aam,Yes,No,4.1,402,Cunningham Road,Casual Dining,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice","North Indian, Mughlai, Arabian, Chinese",750.0,Dine-out,Church Street,1
"2nd Floor, 1 MG Mall, Trinity Circle, MG Road, Bangalore",Mighty Small,No,No,4.1,259,MG Road,"Casual Dining, Bar","Mocktails, Beer, Chips, Pizza, Salsa, Nachos, Roti","Continental, Chinese",400.0,Drinks & nightlife,Church Street,1
"694, Swagath Main Road, Tilak Nagar, 4th Block, Jayanagar, Bangalore",Sk Grand Hotel,No,No,3.2,6,Jayanagar,Casual Dining,,South Indian,400.0,Delivery,BTM,0
"Narayanappa Building, Ambedkar Circle, Nallurhalli, Whitefield, Bangalore",Chefie,Yes,No,3.7,0,Whitefield,"Takeaway, Delivery",,"Continental, Fast Food, Italian, North Indian",200.0,Delivery,Whitefield,0
"50, Field Marshal Cariappa Road, Residency Road, Bangalore",Konark Vegetarian Restaurant,No,No,4.1,1022,Residency Road,Casual Dining,"Hyderabadi Biryani, Masala Poori, Butter Masala Dosa, Mughlai Biryani, Kulcha, Coffee, Chaat","North Indian, Chinese, Continental, South Indian, Street Food, Juices",500.0,Dine-out,Brigade Road,1
"N Pramil & Amith Complex, Rajiv Gandhi Road, Jaraganahalli, Kanakapura Road, Bangalore",Shree Udupi Grand,Yes,No,3.5,17,Kanakapura Road,Casual Dining,,"South Indian, Chinese, North Indian",450.0,Delivery,Bannerghatta Road,0
"7, Ground Floor, Sowbhagya Complex, Munnekollala, Marathahalli, Bangalore",Mani's Dum Biryani,Yes,No,3.9,279,Marathahalli,Casual Dining,"Raita, Dum Biryani, Chicken Kebab Biryani","Biryani, Kebab",750.0,Delivery,Brookefield,1
"915, Ground Floor, 80 Feet Road, Koramangala 6th Block, Bangalore",Go Italia,Yes,No,4.0,782,Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake","Italian, Pizza, Fast Food, Salad",750.0,Dine-out,Koramangala 5th Block,1
"15, 16th Main Road, Keb Layout, Narayan Gowda Layout, Stage 2, BTM, Bangalore",Hotel Udipi Krishna,No,No,3.7,0,BTM,Quick Bites,,South Indian,100.0,Dine-out,Koramangala 7th Block,0
"10th Main, Near Telephone Exchange, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Beijing Bites,Yes,No,3.1,282,Jeevan Bhima Nagar,Casual Dining,"Noodles, Chicken Noodle, Momos, Manchow Soup, Manchurian, Garlic Butter Noodle, Golden Fried Prawns","Chinese, Thai",850.0,Dine-out,Indiranagar,0
"No 177/90, Electronic City Phase -1, Near Velankani Tech Park, Bangalore - 560100",RICE BAR,No,No,3.7,0,Electronic City,Delivery,,"North Indian, Biryani",500.0,Delivery,Electronic City,0
"68/5/4, 4th B Cross, Michael Palya, 80 Feet Road, Indiranagar, Bangalore",Fresh Aahar,Yes,No,3.9,37,Indiranagar,Quick Bites,,"Biryani, Mangalorean, Kerala",400.0,Dine-out,Indiranagar,0
"Kothanuru Main Road, Puttenahalli Road, Nataraja Layout, Rbi East Layout, JP Nagar, Bangalore",Grill On Wheels,No,No,3.7,0,JP Nagar,Quick Bites,,"North Indian, Chinese, BBQ, Arabian, Fast Food",400.0,Dine-out,Bannerghatta Road,0
"46, Ramagondanahalli, Varthur Main Road, Whitefield, Bangalore",Hyderabad Biryaani House,Yes,No,3.6,378,Whitefield,Casual Dining,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani","Biryani, North Indian, Chinese",700.0,Dine-out,Whitefield,0
"Infosys, 4th Gate, Electronic City, Bangalore",New Food Magic,Yes,No,3.2,153,Electronic City,Casual Dining,"Roti, Rolls, Paratha, Chicken Roll","Andhra, Chinese, North Indian, South Indian",450.0,Delivery,Electronic City,0
"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,,Fast Food,200.0,Delivery,Basavanagudi,0
"Ground Floor, Ganapa Tower, Outer Ring Road, Bellandur, Bangalore",Sri Murali Krishna,Yes,No,3.7,0,Bellandur,Casual Dining,,"North Indian, Chinese, Biryani",600.0,Dine-out,Bellandur,0
"57, Opposite Galaxy Mall, Residency Road, Bangalore",Sri Udupi Park,Yes,No,3.8,106,Residency Road,Quick Bites,"Vada, Idli, Kharabath, Noodles, Filter Coffee","South Indian, Chinese",200.0,Dine-out,Lavelle Road,1
"24, Tavarekere Main Rd, Kaveri Layout, Suddagunte Palya, Koramangala 5th Block, Bangalore",Falafel Bistro,No,No,3.4,6,Koramangala 5th Block,Quick Bites,,"Arabian, Lebanese, Chinese",300.0,Dine-out,Koramangala 6th Block,0
"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore",9 Bowls,Yes,No,3.7,0,Koramangala 1st Block,Quick Bites,,"Healthy Food, Continental, North Indian, Chinese",500.0,Delivery,Koramangala 6th Block,0
"G-005, City Centre, 28/4, Church Street, Bangalore",Tata Cha,Yes,No,3.7,70,Church Street,"Beverage Shop, Cafe","Chai, Ginger Tea, Poha, Masala Tea, Coffee, Bun Maskas","Cafe, Tea, North Indian",500.0,Cafes,MG Road,0
"Shop 710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Chef Delicacies,Yes,No,2.7,6,"Varthur Main Road, Whitefield","Takeaway, Delivery",,"Kebab, Rolls, Charcoal Chicken",400.0,Delivery,Whitefield,0
"1st main, Koramangala 1st Block, Bangalore",Appam & Curry,Yes,No,3.8,18,Koramangala 1st Block,Quick Bites,,"Kerala, South Indian",200.0,Dine-out,Koramangala 5th Block,0
"104, 1st Main Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Juicy Momos,Yes,No,3.5,69,Koramangala 5th Block,Quick Bites,"Veg Momos, Burgers, Chocolate Momos, Momo Burger, Whole Meat Shawarma, Paneer Momos","Tibetan, Momos",250.0,Delivery,Koramangala 6th Block,0
"2, 6/1, 5th Main Road, Andra Colony, Vannarpet Layout, Vivek Nagar, Richmond Road, Bangalore",The Chef's Cake & Bakes,Yes,No,3.7,0,Richmond Road,Dessert Parlor,,Desserts,800.0,Delivery,Koramangala 4th Block,0
"117, Opposite Water Tank, 10th Main, BTM, Bangalore",Ambur Azad Darbar,No,No,3.2,6,BTM,Quick Bites,,"North Indian, Fast Food, Biryani",250.0,Dine-out,Koramangala 7th Block,0
"185, Brigade Road, Bangalore",WOW! Momo,Yes,No,3.6,124,Brigade Road,"Food Court, Quick Bites","Burgers, Chocolate Momos, Noodles, Cheese Momos","Tibetan, Momos",400.0,Dine-out,Lavelle Road,0
"Uber Level, 16th Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Skyye,No,Yes,4.2,3116,Lavelle Road,Lounge,"Cocktails, Long Island Iced Tea, Mojito, Peri Peri Chicken, Mocktails, Chicken Satay, Beer",Continental,2500.0,Drinks & nightlife,Brigade Road,1
"172, 2nd Cross Road, Indiranagar Double Road, Indiranagar, Bangalore",Wats Ur Scoop?,Yes,No,4.0,56,Indiranagar,Dessert Parlor,,"Desserts, Ice Cream",300.0,Delivery,Old Airport Road,1
"478, NA Chamber, Koramangala 6th Block, Bengaluru, Bengaluru",Raj Darbar,Yes,No,3.7,47,Koramangala 6th Block,Casual Dining,"Tandoori Chicken, Thali","North Indian, Chinese, Bengali",800.0,Delivery,BTM,0
"Novotel Bengaluru, Opposite RMZ Ecospace Business Park, Marathahalli - Sarjapur Outer Ring Road, Marathahalli, Bangalore",The Square - Novotel,No,Yes,4.3,764,Marathahalli,Fine Dining,"Breakfast Buffet, Cocktails, Noodles, Sunday Brunch, Mocktails, Veg Sushi, Pizza","Continental, North Indian, Japanese, Italian",2500.0,Dine-out,Marathahalli,1
"121, 6th Cross, Gandhinagar, Majestic, Bangalore",New Prashanth Hotel,Yes,No,3.7,50,Majestic,Casual Dining,"Biryani, Ragi Mudde, Chicken Curry","South Indian, Biryani, Chinese, North Indian",750.0,Delivery,Malleshwaram,0
"3, Nagappa Street, Near Swasthik Circle, Seshadripuram College Road, Seshadripuram, Bangalore",The Rasoi,No,No,3.7,33,Seshadripuram,Casual Dining,,"North Indian, Chinese, Hyderabadi",650.0,Delivery,Malleshwaram,0
"The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",Andhra Ruchulu,Yes,Yes,4.1,666,Jayanagar,"Casual Dining, Bar","Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","Andhra, Biryani, North Indian, Chinese",1000.0,Delivery,Banashankari,1
"S-8, Sapthagiri Mansion, 1st, Block, 80 Feet Road, Koramangala 1st Block, Bangalore",Chef Baker's,Yes,No,3.6,37,Koramangala 1st Block,"Bakery, Quick Bites",,Bakery,450.0,Delivery,Koramangala 5th Block,0
"1st Floor, MG Road Metro Station, Church Street Entrance, MG Road, Bangalore",Chai Ki Tapri,No,No,3.7,16,MG Road,Cafe,,Cafe,250.0,Delivery,Lavelle Road,0
"79/1 - 6, 5th Floor, Aishwarya Sampoorna Building, Vani Vilas Road, Basavanagudi, Bangalore",Zephyr,No,No,3.9,133,Basavanagudi,Casual Dining,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian","Italian, Continental",650.0,Dine-out,Banashankari,1
"83, St. Thomas Town, Main Road Kammanahalli, Kammanahalli, Bangalore",H3O,No,No,3.1,12,Kammanahalli,Bar,,"North Indian, Chinese",1000.0,Drinks & nightlife,Kammanahalli,0
"Food Court, Eat Street, 80 Feet Main Road, Venkappa Garden, Koramangala 6th Block, Bangalore",Mr. Meow's Hotdogs,No,No,3.5,7,Koramangala 6th Block,"Food Court, Quick Bites",,Fast Food,300.0,Delivery,Koramangala 6th Block,0
"152, 5th cross, Bellandur, Bangalore",Cakes Wagon,Yes,No,3.4,6,Bellandur,"Dessert Parlor, Bakery",,"Desserts, Bakery",300.0,Delivery,Sarjapur Road,0
"Chelikere 2nd Cross, Chikkathayyappa Reddy Layout, Kalyan Nagar Post, Bangalore, Kalyan Nagar, Bangalore",Hunger Twist,Yes,No,3.8,60,Kalyan Nagar,Delivery,,"Fast Food, Burger",300.0,Delivery,Kalyan Nagar,1
"Spectra Foods, 27/28, BDA Shopping Complex, HAL 2nd Stage, Off Double Road, Indiranagar, Bangalore",The Beer Joint,No,No,3.4,77,Indiranagar,Casual Dining,,"North Indian, Chinese",800.0,Dine-out,Indiranagar,0
"2A/3, 15th Cross, Green Garden Layout, Shirdi Sai Road, Kundalahalli, Munnekolala, Marathahalli, Bangalore",Krishna Bhojan,No,No,3.7,0,Marathahalli,Quick Bites,,North Indian,300.0,Delivery,Marathahalli,0
"188, 5th Cross, KHB Colony, Koramangala 5th Block, Bangalore",North Indian And Bengali Mess,No,No,3.7,34,Koramangala 5th Block,Mess,,"North Indian, Bengali",300.0,Delivery,Koramangala 7th Block,0
"Devarabeesanahalli, Opposite Sakra World Hospital, Bellandur, Bangalore",Ghar Ki Rasoi,Yes,No,3.7,50,Bellandur,Casual Dining,,North Indian,500.0,Dine-out,Sarjapur Road,0
"8th Main Road, BEML layout, Thubarahalli, Brookefield, Bangalore",Ramdev Sagar,Yes,No,3.9,43,Brookefield,Quick Bites,,"South Indian, Chinese, Street Food",250.0,Delivery,Marathahalli,0
"2, Velankani Lane, Opposite To BHEL Gate 3, Phase 1, Electronic City, Bangalore",Peril Enthirikkunnu,Yes,No,3.7,0,Electronic City,Quick Bites,,"Kerala, South Indian",250.0,Delivery,Electronic City,0
"225, SriDevi Mansion, 1st Main, Koramangala 1st Block, Bangalore",House of Chaaps,Yes,No,3.7,0,Koramangala 1st Block,"Takeaway, Delivery",,"North Indian, Rolls",450.0,Dine-out,Koramangala 5th Block,0
"2724, 31st Main, 17th Cross, Sector 1, HSR, Bangalore",Foodzoo,Yes,No,3.6,123,HSR,Quick Bites,"Paratha, Puri Sabzi, Tea, Chole","North Indian, Chinese, Street Food",300.0,Dine-out,HSR,0
"54 & 65, Marenahalli Village, Sarakki Layout, JP Nagar, Bangalore",The Jade Kitchen,Yes,No,4.0,116,JP Nagar,Casual Dining,"Manchow Soup, Noodles, Dragon Rolls, Honey Chilli Potatoes, Spring Roll","Chinese, Thai",400.0,Delivery,Bannerghatta Road,1
"2/292A, Ward 3, Somasundra Palya, HSR, Bangalore",Italian Kitchen,Yes,No,3.7,0,HSR,"Takeaway, Delivery",,"Italian, Beverages",400.0,Delivery,HSR,0
"LLP, 4/1, Janakiram Complex, Second Floor, Opposite Jal Vayu Vihar, Third Block, HRBR Layout, CMR Road, Kalyan Nagar, Bangalore",Slurpy Shakes,Yes,No,3.7,0,Kalyan Nagar,Beverage Shop,,Beverages,300.0,Delivery,Kalyan Nagar,0
"44/5, Padmashree Building Dickenson Road, MG Road, Bangalore",Chetty's Coffee,Yes,No,3.7,18,MG Road,Quick Bites,,South Indian,200.0,Dine-out,Brigade Road,0
"The Ritz-Carlton, 99, Residency Road, Bangalore",Riwaz - The Ritz-Carlton,No,Yes,4.2,275,Residency Road,"Fine Dining, Bar","Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani",North Indian,4000.0,Dine-out,Residency Road,1
"127, NR Road, City Market, Bangalore",Al-Madina Restaurant,No,No,3.4,22,City Market,Casual Dining,,"Arabian, North Indian, Chinese, Kerala",500.0,Delivery,Lavelle Road,0
"4/4, Shaughnessy Road, Opposite Divyashree Chambers, Shanti Nagar, Bangalore",Barista,No,No,3.7,35,Shanti Nagar,Cafe,,Cafe,300.0,Dine-out,Church Street,0
"13, Shree Shakthi Mansion, 1st Main Road,Old Post Office Road, Maruti Nagar, Madiwala, BTM, Bangalore",Sri Sai Restaurant,No,No,3.7,0,BTM,Quick Bites,,"South Indian, Seafood",300.0,Dine-out,Koramangala 5th Block,0
"Hotel Jamayca, 4M-426, 2nd Block, HRBR Layout, Outer Ring Road, Kalyan Nagar, Bangalore",JamayCafe,No,No,2.8,16,Kalyan Nagar,Cafe,,Cafe,600.0,Dine-out,Kammanahalli,0
"15, 1st Main, 6th Cross, G P Palya Road, Hongasandra, Begur Main Road, Bommanahalli, Bangalore",Vinoth Kitchen,No,No,3.7,0,Bommanahalli,Quick Bites,,"South Indian, Kebab, Chinese, Biryani",250.0,Dine-out,HSR,0
"30, 8th F Main Road, Jayanagar, Bangalore",Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400.0,Desserts,Basavanagudi,0
"13/2, Buddha Vihar Road, Frazer Town, Bangalore",Sherlock's Cafe,Yes,No,3.7,40,Frazer Town,Cafe,,"Cafe, Fast Food",350.0,Delivery,Brigade Road,0
"88, Industrial Layout, Beside Jyothi Nivas Girls College Main Gate, Koramangala 5th Block, Bangalore",Royal Treat,No,No,4.1,440,Koramangala 5th Block,Casual Dining,"Dragon Chicken, Butter Chicken, Rolls, Mutton Biryani, Raita, Panneer Butter Masala, Tandoori Chicken","North Indian, Chinese, Biryani",500.0,Delivery,Koramangala 5th Block,1
"19, Church Street, Bangalore",Brik Oven,No,No,4.6,2295,Church Street,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages",1100.0,Cafes,Residency Road,1
"2, Puttenahalli Main Road , Government School, 7th Phase, JP Nagar, Bangalore",Banashankari Nati Style,Yes,No,3.6,8,JP Nagar,Quick Bites,,South Indian,300.0,Delivery,Bannerghatta Road,0
"136, 3rd Floor, Sidartha Colony, 3rd Croos Koramangala 2nd Block, Bangalore",Nonveg Dreams,Yes,No,3.7,0,Koramangala 2nd Block,Delivery,,"Biryani, North Indian",500.0,Delivery,Koramangala 6th Block,0
"15, 24th Main Road, 1st Phase, JP Nagar, Bangalore",Stories,Yes,Yes,4.2,2206,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian",1200.0,Delivery,JP Nagar,1
"Stall 2, Q Court, Garuda Mall, 3rd Floor, Magrat Road, Brigade Road, Bangalore",Maravanthe,Yes,No,3.5,12,Brigade Road,Casual Dining,,"Mangalorean, Seafood",650.0,Dine-out,Church Street,0
